x_axis,dose,mean,lower,upper
885,2,0.947895918,0.947132072,0.948659763
886,2,0.94786534,0.947103355,0.948627325
887,2,0.947835539,0.947075373,0.948595704
888,2,0.94780652,0.947048127,0.948564913
889,2,0.947778288,0.947021615,0.948534961
890,2,0.94775085,0.946995838,0.948505862
891,2,0.94772421,0.946970796,0.948477625
892,2,0.947698374,0.946946487,0.948450261
893,2,0.947673346,0.946922912,0.94842378
894,2,0.947649131,0.946900069,0.948398192
895,2,0.947625731,0.946877957,0.948373506
896,2,0.947603152,0.946856574,0.948349729
897,2,0.947581395,0.94683592,0.948326871
898,2,0.947560465,0.946815992,0.948304938
899,2,0.947540364,0.946796789,0.948283938
900,2,0.947521093,0.94677831,0.948263877
901,2,0.947502656,0.946760552,0.948244761
902,2,0.947485054,0.946743514,0.948226594
903,2,0.947468288,0.946727195,0.948209381
904,2,0.94745236,0.946711593,0.948193127
905,2,0.947437269,0.946696706,0.948177833
906,2,0.947423018,0.946682532,0.948163504
907,2,0.947409606,0.946669071,0.94815014
908,2,0.947397032,0.946656322,0.948137743
909,2,0.947385297,0.946644281,0.948126313
910,2,0.9473744,0.946632949,0.94811585
911,2,0.94736434,0.946622325,0.948106354
912,2,0.947355115,0.946612408,0.948097822
913,2,0.947346725,0.946603197,0.948090253
914,2,0.947339167,0.946594691,0.948083642
915,2,0.947332439,0.946586891,0.948077988
916,2,0.94732654,0.946579795,0.948073285
917,2,0.947321466,0.946573403,0.948069528
918,2,0.947317214,0.946567716,0.948066712
919,2,0.947313782,0.946562734,0.948064831
920,2,0.947311167,0.946558457,0.948063877
921,2,0.947309363,0.946554884,0.948063843
922,2,0.947308369,0.946552017,0.948064721
923,2,0.947308179,0.946549855,0.948066503
924,2,0.94730879,0.9465484,0.948069179
925,2,0.947310196,0.946547653,0.94807274
926,2,0.947312394,0.946547612,0.948077175
927,2,0.947315377,0.946548281,0.948082474
928,2,0.947319142,0.946549659,0.948088626
929,2,0.947323682,0.946551746,0.948095618
930,2,0.947328992,0.946554544,0.948103441
931,2,0.947335067,0.946558053,0.94811208
932,2,0.9473419,0.946562275,0.948121525
933,2,0.947349484,0.946567208,0.94813176
934,2,0.947357815,0.946572855,0.948142775
935,2,0.947366885,0.946579216,0.948154554
936,2,0.947376687,0.94658629,0.948167085
937,2,0.947387216,0.946594078,0.948180353
938,2,0.947398463,0.946602581,0.948194344
939,2,0.947410421,0.946611797,0.948209045
940,2,0.947423084,0.946621728,0.948224441
941,2,0.947436444,0.946632372,0.948240517
942,2,0.947450494,0.946643729,0.948257258
943,2,0.947465225,0.946655799,0.948274651
944,2,0.94748063,0.94666858,0.94829268
945,2,0.947496701,0.946682071,0.948311331
946,2,0.94751343,0.946696272,0.948330588
947,2,0.947530809,0.94671118,0.948350438
948,2,0.94754883,0.946726794,0.948370866
949,2,0.947567483,0.946743111,0.948391856
950,2,0.947586762,0.94676013,0.948413395
951,2,0.947606657,0.946777847,0.948435467
952,2,0.94762716,0.946796261,0.948458059
953,2,0.947648262,0.946815369,0.948481156
954,2,0.947669955,0.946835166,0.948504745
955,2,0.94769223,0.946855649,0.94852881
956,2,0.947715077,0.946876815,0.948553339
957,2,0.947738489,0.946898659,0.948578318
958,2,0.947762455,0.946921177,0.948603733
959,2,0.947786968,0.946944365,0.948629572
960,2,0.947812019,0.946968217,0.948655821
961,2,0.947837598,0.946992728,0.948682468
962,2,0.947863696,0.947017892,0.9487095
963,2,0.947890304,0.947043704,0.948736905
964,2,0.947917414,0.947070158,0.948764671
965,2,0.947945016,0.947097246,0.948792787
966,2,0.947973102,0.947124963,0.948821241
967,2,0.948001662,0.9471533,0.948850023
968,2,0.948030687,0.947182252,0.948879122
969,2,0.948060168,0.947211808,0.948908527
970,2,0.948090096,0.947241963,0.94893823
971,2,0.948120463,0.947272707,0.94896822
972,2,0.94815126,0.947304031,0.948998489
973,2,0.948182476,0.947335926,0.949029027
974,2,0.948214105,0.947368383,0.949059827
975,2,0.948246136,0.947401392,0.949090881
976,2,0.948278562,0.947434942,0.949122182
977,2,0.948311373,0.947469024,0.949153723
978,2,0.948344561,0.947503626,0.949185497
979,2,0.948378117,0.947538736,0.949217498
980,2,0.948412033,0.947574343,0.949249723
981,2,0.9484463,0.947610435,0.949282165
982,2,0.94848091,0.947647,0.94931482
983,2,0.948515854,0.947684023,0.949347685
984,2,0.948551125,0.947721493,0.949380757
985,2,0.948586714,0.947759394,0.949414033
986,2,0.948622613,0.947797714,0.949447511
987,2,0.948658813,0.947836436,0.949481191
988,2,0.948695308,0.947875546,0.94951507
989,2,0.94873209,0.947915028,0.949549151
990,2,0.94876915,0.947954867,0.949583432
991,2,0.94880648,0.947995045,0.949617916
992,2,0.948844075,0.948035545,0.949652605
993,2,0.948881925,0.94807635,0.9496875
994,2,0.948920024,0.948117442,0.949722607
995,2,0.948958365,0.948158802,0.949757927
996,2,0.94899694,0.948200411,0.949793468
997,2,0.949035742,0.94824225,0.949829234
998,2,0.949074765,0.948284299,0.949865231
999,2,0.949114001,0.948326537,0.949901466
1000,2,0.949153445,0.948368942,0.949937947
1001,2,0.949193089,0.948411495,0.949974682
1002,2,0.949232927,0.948454173,0.950011681
1003,2,0.949272952,0.948496953,0.950048952
1004,2,0.949313159,0.948539813,0.950086506
1005,2,0.949353542,0.94858273,0.950124354
1006,2,0.949394094,0.948625681,0.950162507
1007,2,0.94943481,0.948668642,0.950200977
1008,2,0.949475683,0.94871159,0.950239777
1009,2,0.949516709,0.948754499,0.950278918
1010,2,0.949557881,0.948797348,0.950318415
1011,2,0.949599195,0.948840111,0.95035828
1012,2,0.949640645,0.948882764,0.950398527
1013,2,0.949682226,0.948925284,0.950439169
1014,2,0.949723933,0.948967646,0.95048022
1015,2,0.949765761,0.949009829,0.950521694
1016,2,0.949807706,0.949051808,0.950563604
1017,2,0.949849762,0.949093562,0.950605962
1018,2,0.949891926,0.949135069,0.950648782
1019,2,0.949934192,0.949176307,0.950692076
1020,2,0.949976556,0.949217258,0.950735855
1021,2,0.950019015,0.9492579,0.95078013
1022,2,0.950061565,0.949298217,0.950824912
1023,2,0.9501042,0.949338191,0.950870209
1024,2,0.950146918,0.949377807,0.950916029
1025,2,0.950189715,0.949417049,0.950962381
1026,2,0.950232587,0.949455904,0.951009269
1027,2,0.95027553,0.949494361,0.951056699
1028,2,0.950318542,0.949532408,0.951104675
1029,2,0.950361618,0.949570037,0.9511532
1030,2,0.950404757,0.94960724,0.951202274
1031,2,0.950447954,0.949644011,0.951251897
1032,2,0.950491207,0.949680345,0.951302069
1033,2,0.950534513,0.949716239,0.951352788
1034,2,0.950577869,0.94975169,0.951404049
1035,2,0.950621273,0.949786698,0.951455848
1036,2,0.950664722,0.949821264,0.951508179
1037,2,0.950708213,0.949855389,0.951561036
1038,2,0.950751744,0.949889076,0.951614411
1039,2,0.950795312,0.949922329,0.951668296
1040,2,0.950838917,0.949955153,0.95172268
1041,2,0.950882555,0.949987554,0.951777555
1042,2,0.950926224,0.950019539,0.951832909
1043,2,0.950969923,0.950051114,0.951888732
1044,2,0.951013649,0.950082288,0.951945011
1045,2,0.951057402,0.950113069,0.952001734
1046,2,0.951101178,0.950143466,0.95205889
1047,2,0.951144977,0.950173488,0.952116466
1048,2,0.951188797,0.950203146,0.952174447
1049,2,0.951232636,0.95023245,0.952232823
1050,2,0.951276494,0.950261409,0.952291579
1051,2,0.951320368,0.950290034,0.952350702
1052,2,0.951364258,0.950318336,0.95241018
1053,2,0.951408162,0.950346324,0.95247
1054,2,0.951452079,0.95037401,0.952530148
1055,2,0.951496008,0.950401404,0.952590612
1056,2,0.951539949,0.950428517,0.95265138
1057,2,0.951583899,0.950455359,0.952712439
1058,2,0.951627858,0.95048194,0.952773777
1059,2,0.951671826,0.95050827,0.952835382
1060,2,0.951715801,0.950534359,0.952897242
1061,2,0.951759782,0.950560217,0.952959348
1062,2,0.95180377,0.950585853,0.953021687
1063,2,0.951847763,0.950611277,0.953084249
1064,2,0.951891761,0.950636498,0.953147024
1065,2,0.951935762,0.950661523,0.953210001
1066,2,0.951979768,0.950686363,0.953273172
1067,2,0.952023776,0.950711025,0.953336527
1068,2,0.952067787,0.950735517,0.953400058
1069,2,0.952111801,0.950759847,0.953463755
1070,2,0.952155816,0.950784021,0.95352761
1071,2,0.952199832,0.950808048,0.953591617
1072,2,0.95224385,0.950831934,0.953655766
1073,2,0.952287869,0.950855685,0.953720053
1074,2,0.952331889,0.950879308,0.953784469
1075,2,0.952375909,0.950902809,0.953849009
1076,2,0.952419929,0.950926192,0.953913666
1077,2,0.95246395,0.950949464,0.953978436
1078,2,0.952507971,0.950972628,0.954043313
1079,2,0.952551992,0.950995691,0.954108292
0,0,1.027096421,1.027076523,1.02711632
1,0,1.027299577,1.027280222,1.027318932
2,0,1.027502731,1.027483913,1.027521549
3,0,1.027705883,1.027687596,1.027724171
4,0,1.027909032,1.027891267,1.027926798
5,0,1.028112176,1.028094925,1.028129428
6,0,1.028315314,1.028298568,1.028332061
7,0,1.028518444,1.028502192,1.028534696
8,0,1.028721563,1.028705794,1.028737331
9,0,1.028924669,1.028909372,1.028939967
10,0,1.029127761,1.029112921,1.029142601
11,0,1.029330835,1.029316439,1.029345232
12,0,1.029533889,1.029519921,1.029547858
13,0,1.029736921,1.029723363,1.029750478
14,0,1.029939926,1.029926762,1.029953091
15,0,1.030142903,1.030130112,1.030155694
16,0,1.030345848,1.03033341,1.030358285
17,0,1.030548758,1.030536652,1.030560863
18,0,1.03075163,1.030739833,1.030763426
19,0,1.03095446,1.03094295,1.030965971
20,0,1.031157246,1.031145997,1.031168495
21,0,1.031359984,1.031348972,1.031370997
22,0,1.031562671,1.03155187,1.031573473
23,0,1.031765304,1.031754687,1.03177592
24,0,1.031967878,1.031957422,1.031978335
25,0,1.032170392,1.032160069,1.032180714
26,0,1.032372841,1.032362628,1.032383054
27,0,1.032575222,1.032565094,1.032585349
28,0,1.032777532,1.032767467,1.032787597
29,0,1.032979768,1.032969744,1.032989792
30,0,1.033181927,1.033171924,1.03319193
31,0,1.033384005,1.033374005,1.033394005
32,0,1.033586,1.033575986,1.033596014
33,0,1.033787909,1.033777866,1.033797951
34,0,1.033989728,1.033979643,1.033999812
35,0,1.034191455,1.034181318,1.034201592
36,0,1.034393087,1.034382888,1.034403285
37,0,1.034594621,1.034584354,1.034604889
38,0,1.034796056,1.034785714,1.034806397
39,0,1.034997388,1.034986968,1.035007807
40,0,1.035198615,1.035188115,1.035209115
41,0,1.035399735,1.035389154,1.035410316
42,0,1.035600745,1.035590084,1.035611407
43,0,1.035801645,1.035790904,1.035812385
44,0,1.036002431,1.035991614,1.036013247
45,0,1.036203102,1.036192212,1.036213991
46,0,1.036403656,1.036392699,1.036414612
47,0,1.036604091,1.036593072,1.03661511
48,0,1.036804407,1.036793332,1.036815482
49,0,1.037004601,1.036993477,1.037015726
50,0,1.037204674,1.037193506,1.037215841
51,0,1.037404622,1.037393419,1.037415825
52,0,1.037604446,1.037593216,1.037615676
53,0,1.037804145,1.037792895,1.037815395
54,0,1.038003717,1.037992455,1.038014979
55,0,1.038203163,1.038191897,1.038214428
56,0,1.038402481,1.03839122,1.038413743
57,0,1.038601672,1.038590422,1.038612921
58,0,1.038800734,1.038789504,1.038811964
59,0,1.038999669,1.038988466,1.039010872
60,0,1.039198475,1.039187306,1.039209644
61,0,1.039397154,1.039386025,1.039408282
62,0,1.039595704,1.039584623,1.039606785
63,0,1.039794127,1.039783099,1.039805155
64,0,1.039992422,1.039981453,1.040003392
65,0,1.040190591,1.040179684,1.040201497
66,0,1.040388633,1.040377794,1.040399472
67,0,1.04058655,1.040575783,1.040597318
68,0,1.040784343,1.040773649,1.040795036
69,0,1.040982011,1.040971394,1.040992629
70,0,1.041179556,1.041169017,1.041190096
71,0,1.04137698,1.041366519,1.041387441
72,0,1.041574283,1.041563901,1.041584665
73,0,1.041771466,1.041761162,1.04178177
74,0,1.041968531,1.041958304,1.041978758
75,0,1.042165479,1.042155326,1.042175632
76,0,1.042362311,1.04235223,1.042372392
77,0,1.042559029,1.042549016,1.042569042
78,0,1.042755634,1.042745685,1.042765584
79,0,1.042952129,1.042942238,1.042962019
80,0,1.043148513,1.043138676,1.04315835
81,0,1.04334479,1.043335,1.04335458
82,0,1.04354096,1.043531211,1.043550709
83,0,1.043737026,1.043727311,1.043746741
84,0,1.043932989,1.043923301,1.043942677
85,0,1.044128851,1.044119183,1.044138519
86,0,1.044324613,1.044314957,1.044334269
87,0,1.044520278,1.044510627,1.04452993
88,0,1.044715847,1.044706193,1.044725502
89,0,1.044911323,1.044901658,1.044920987
90,0,1.045106706,1.045097024,1.045116387
91,0,1.045301998,1.045292292,1.045311704
92,0,1.045497202,1.045487465,1.045506939
93,0,1.045692319,1.045682546,1.045702093
94,0,1.045887351,1.045877536,1.045897167
95,0,1.0460823,1.046072437,1.046092163
96,0,1.046277167,1.046267253,1.046287082
97,0,1.046471954,1.046461985,1.046481924
98,0,1.046666663,1.046656635,1.046676691
99,0,1.046861295,1.046851206,1.046871384
100,0,1.047055852,1.047045701,1.047066004
101,0,1.047250336,1.04724012,1.047260551
102,0,1.047444747,1.047434468,1.047455026
103,0,1.047639087,1.047628744,1.04764943
104,0,1.047833359,1.047822952,1.047843765
105,0,1.048027562,1.048017094,1.048038029
106,0,1.048221698,1.048211171,1.048232225
107,0,1.048415769,1.048405185,1.048426353
108,0,1.048609776,1.048599138,1.048620413
109,0,1.048803719,1.048793032,1.048814407
110,0,1.0489976,1.048986867,1.049008334
111,0,1.04919142,1.049180645,1.049202195
112,0,1.049385179,1.049374367,1.049395991
113,0,1.049578878,1.049568035,1.049589722
114,0,1.049772519,1.049761649,1.049783388
115,0,1.049966101,1.049955211,1.049976991
116,0,1.050159625,1.05014872,1.05017053
117,0,1.050353092,1.050342178,1.050364006
118,0,1.050546502,1.050535585,1.050557419
119,0,1.050739856,1.050728942,1.05075077
120,0,1.050933153,1.050922248,1.050944058
121,0,1.051126394,1.051115504,1.051137284
122,0,1.051319579,1.051308709,1.051330448
123,0,1.051512708,1.051501864,1.051523551
124,0,1.05170578,1.051694969,1.051716592
125,0,1.051898797,1.051888022,1.051909572
126,0,1.052091757,1.052081023,1.05210249
127,0,1.05228466,1.052273972,1.052295347
128,0,1.052477506,1.052466868,1.052488143
129,0,1.052670294,1.05265971,1.052680878
130,0,1.052863024,1.052852497,1.052873551
131,0,1.053055695,1.053045227,1.053066162
132,0,1.053248306,1.0532379,1.053258712
133,0,1.053440858,1.053430515,1.053451201
134,0,1.053633348,1.053623069,1.053643627
135,0,1.053825776,1.053815561,1.053835991
136,0,1.054018142,1.05400799,1.054028293
137,0,1.054210443,1.054200355,1.054220532
138,0,1.05440268,1.054392652,1.054412708
139,0,1.054594851,1.054584881,1.05460482
140,0,1.054786954,1.05477704,1.054796869
141,0,1.05497899,1.054969127,1.054988852
142,0,1.055170955,1.05516114,1.055180771
143,0,1.05536285,1.055353076,1.055372623
144,0,1.055554672,1.055544936,1.055564409
145,0,1.055746421,1.055736715,1.055756127
146,0,1.055938095,1.055928414,1.055947777
147,0,1.056129693,1.056120029,1.056139358
148,0,1.056321213,1.056311559,1.056330867
149,0,1.056512654,1.056503002,1.056522305
150,0,1.056704014,1.056694358,1.05671367
151,0,1.056895292,1.056885624,1.05690496
152,0,1.057086486,1.057076799,1.057096174
153,0,1.057277596,1.057267881,1.05728731
154,0,1.057468618,1.057458869,1.057478367
155,0,1.057659553,1.057649763,1.057669343
156,0,1.057850398,1.057840561,1.057860236
157,0,1.058041153,1.058031262,1.058051044
158,0,1.058231815,1.058221865,1.058241764
159,0,1.058422383,1.05841237,1.058432397
160,0,1.058612857,1.058602775,1.058622938
161,0,1.058803234,1.058793081,1.058813386
162,0,1.058993513,1.058983285,1.05900374
163,0,1.059183693,1.059173389,1.059193997
164,0,1.059373773,1.059363391,1.059384155
165,0,1.059563752,1.059553291,1.059574213
166,0,1.059753628,1.059743089,1.059764168
167,0,1.059943401,1.059932784,1.059954019
168,0,1.06013307,1.060122376,1.060143764
169,0,1.060322633,1.060311865,1.060333401
170,0,1.06051209,1.060501251,1.060522929
171,0,1.06070144,1.060690534,1.060712347
172,0,1.060890683,1.060879713,1.060901652
173,0,1.061079817,1.061068789,1.061090845
174,0,1.061268842,1.061257761,1.061279923
175,0,1.061457758,1.061446629,1.061468886
176,0,1.061646564,1.061635395,1.061657733
177,0,1.06183526,1.061824057,1.061846463
178,0,1.062023846,1.062012616,1.062035076
179,0,1.062212322,1.062201073,1.062223572
180,0,1.062400688,1.062389426,1.06241195
181,0,1.062588944,1.062577678,1.062600209
182,0,1.062777089,1.062765827,1.062788351
183,0,1.062965125,1.062953875,1.062976376
184,0,1.063153053,1.063141822,1.063164283
185,0,1.063340871,1.063329668,1.063352074
186,0,1.063528581,1.063517414,1.063539749
187,0,1.063716184,1.063705059,1.063727309
188,0,1.063903681,1.063892606,1.063914756
189,0,1.064091072,1.064080053,1.064102091
190,0,1.064278359,1.064267402,1.064289316
191,0,1.064465543,1.064454653,1.064476432
192,0,1.064652624,1.064641807,1.064663441
193,0,1.064839605,1.064828865,1.064850346
194,0,1.065026487,1.065015825,1.065037149
195,0,1.065213271,1.06520269,1.065223853
196,0,1.06539996,1.06538946,1.06541046
197,0,1.065586555,1.065576135,1.065596974
198,0,1.065773057,1.065762716,1.065783399
199,0,1.065959469,1.065949202,1.065969737
200,0,1.066145794,1.066135595,1.066155992
201,0,1.066332032,1.066321895,1.066342169
202,0,1.066518187,1.066508102,1.066528271
203,0,1.06670426,1.066694217,1.066714303
204,0,1.066890255,1.066880241,1.066900269
205,0,1.067076173,1.067066173,1.067086173
206,0,1.067262017,1.067252014,1.06727202
207,0,1.06744779,1.067437766,1.067457814
208,0,1.067633495,1.06762343,1.067643559
209,0,1.067819133,1.067809006,1.067829261
210,0,1.068004709,1.067994496,1.068014922
211,0,1.068190225,1.068179902,1.068200547
212,0,1.068375683,1.068365226,1.06838614
213,0,1.068561087,1.06855047,1.068571703
214,0,1.068746439,1.068735637,1.068757241
215,0,1.068931742,1.06892073,1.068942755
216,0,1.069117,1.069105751,1.069128249
217,0,1.069302216,1.069290705,1.069313726
218,0,1.069487391,1.069475595,1.069499187
219,0,1.069672529,1.069660424,1.069684635
220,0,1.069857634,1.069845196,1.069870071
221,0,1.070042707,1.070029916,1.070055497
222,0,1.070227751,1.070214587,1.070240916
223,0,1.07041277,1.070399212,1.070426327
224,0,1.070597766,1.070583797,1.070611734
225,0,1.070782741,1.070768344,1.070797137
226,0,1.070967698,1.070952858,1.070982538
227,0,1.071152639,1.071137342,1.071167937
228,0,1.071337567,1.071321798,1.071353336
229,0,1.071522484,1.071506232,1.071538736
230,0,1.071707391,1.071690645,1.071724138
231,0,1.071892291,1.07187504,1.071909542
232,0,1.072077185,1.07205942,1.07209495
233,0,1.072262075,1.072243787,1.072280363
234,0,1.072446962,1.072428144,1.07246578
235,0,1.072631847,1.072612492,1.072651201
236,0,1.07281673,1.072796832,1.072836629
237,0,1.073001614,1.072981167,1.073022062
238,0,1.073186498,1.073165496,1.0732075
239,0,1.073371382,1.07334982,1.073392943
240,0,1.073556265,1.07353414,1.07357839
241,0,1.073741149,1.073718456,1.073763841
242,0,1.073926033,1.073902768,1.073949297
243,0,1.074110916,1.074087077,1.074134756
244,0,1.0742958,1.074271382,1.074320218
245,0,1.074480684,1.074455684,1.074505683
246,0,1.074665567,1.074639983,1.074691151
247,0,1.074850451,1.07482428,1.074876622
248,0,1.075035335,1.075008574,1.075062096
249,0,1.075220218,1.075192865,1.075247571
250,0,1.075405102,1.075377155,1.075433049
251,0,1.075589986,1.075561442,1.075618529
252,1,1.07577487,1.075745728,1.075804011
