time,group,mean,P2_5,P97_5,P25,P75,day
127,3,6.874902513,6.403906693,7.346300414,6.712247601,7.034402568,1890
128,1,5.667124315,4.7647841,6.571436246,5.352498347,5.976318312,1905
128,2,6.143434203,5.414290974,6.875120271,5.8890725,6.392170597,1905
128,3,6.862458837,6.392315526,7.3330035,6.700098332,7.021670194,1905
129,1,5.656866736,4.75615977,6.559541848,5.342810245,5.965501087,1920
129,2,6.132314495,5.404491027,6.862676201,5.878413191,6.380600673,1920
129,3,6.850037684,6.380745339,7.319730654,6.687971054,7.008960866,1920
130,1,5.646627722,4.74755105,6.547668979,5.333139678,5.954703441,1935
130,2,6.121214915,5.394708817,6.850254654,5.867773175,6.36905169,1935
130,3,6.837639014,6.369196095,7.306481833,6.675865727,6.996274542,1935
131,1,5.636407242,4.738957911,6.5358176,5.323486616,5.943925339,1950
131,2,6.110135424,5.384944313,6.837855591,5.857152418,6.357523612,1950
131,3,6.825262785,6.357667755,7.293256991,6.66378231,6.983611181,1950
132,1,5.626205261,4.730380327,6.523987673,5.313851025,5.933166745,1965
132,2,6.099075988,5.375197484,6.82547897,5.846550884,6.346016399,1965
132,3,6.812908957,6.346160281,7.280056087,6.651720765,6.97097074,1965
133,1,5.616021745,4.721818267,6.512179158,5.304232876,5.922427624,1980
133,2,6.088036569,5.365468296,6.813124751,5.83596854,6.334530014,1980
133,3,6.80057749,6.334673636,7.266879077,6.639681051,6.958353179,1980
134,1,5.605856662,4.713271706,6.500392016,5.294632135,5.911707942,1995
134,2,6.077017132,5.355756718,6.800792894,5.82540535,6.32306442,1995
134,3,6.788268343,6.323207782,7.253725917,6.627663129,6.945758456,1995
135,1,5.595709977,4.704740614,6.488626209,5.285048772,5.901007662,2010
135,2,6.06601764,5.346062719,6.788483357,5.814861279,6.311619579,2010
135,3,6.775981476,6.311762682,7.240596565,6.615666959,6.933186529,2010
136,1,5.585581659,4.696224963,6.476881699,5.275482754,5.89032675,2025
136,2,6.055038057,5.336386265,6.776196101,5.804336293,6.300195453,2025
136,3,6.763716848,6.300338297,7.227490977,6.603692503,6.920637358,2025
137,1,5.575471672,4.687724725,6.465158446,5.265934052,5.879665171,2040
137,2,6.044078348,5.326727326,6.763931085,5.793830358,6.288792006,2040
137,3,6.75147442,6.28893459,7.21440911,6.591739721,6.908110901,2040
138,1,5.565379985,4.679239874,6.453456413,5.256402632,5.869022889,2055
138,2,6.033138476,5.31708587,6.751688268,5.783343438,6.277409198,2055
138,3,6.73925415,6.277551525,7.201350922,6.579808574,6.895607117,2055
139,1,5.555306564,4.67077038,6.44177556,5.246888465,5.85839987,2070
139,2,6.022218405,5.307461865,6.739467612,5.7728755,6.266046994,2070
139,3,6.727055999,6.266189063,7.188316369,6.567899022,6.883125965,2070
140,1,5.545251377,4.662316215,6.43011585,5.237391519,5.847796078,2085
140,2,6.0113181,5.29785528,6.727269074,5.762426509,6.254705355,2085
140,3,6.714879928,6.254847167,7.175305409,6.556011027,6.870667404,2085
141,1,5.535214389,4.653877353,6.418477245,5.227911762,5.83721148,2100
141,2,6.000437524,5.288266083,6.715092617,5.751996431,6.243384245,2100
141,3,6.702725895,6.2435258,7.162317999,6.544144549,6.858231394,2100
142,1,5.525195568,4.645453766,6.406859705,5.218449163,5.82664604,2115
142,2,5.989576643,5.278694242,6.702938199,5.741585232,6.232083626,2115
142,3,6.690593861,6.232224925,7.149354096,6.532299549,6.845817892,2115
143,1,5.515194881,4.637045425,6.395263193,5.209003692,5.816099724,2130
143,2,5.978735419,5.269139727,6.690805781,5.731192877,6.220803461,2130
143,3,6.678483786,6.220944505,7.136413659,6.520475989,6.83342686,2130
144,1,5.505212296,4.628652304,6.383687671,5.199575318,5.805572496,2145
144,2,5.967913819,5.259602505,6.678695322,5.720819332,6.209543714,2145
144,3,6.66639563,6.209684502,7.123496643,6.50867383,6.821058255,2145
145,1,5.49524778,4.620274374,6.372133101,5.190164009,5.795064323,2160
145,2,5.957111806,5.250082546,6.666606784,5.710464563,6.198304347,2160
145,3,6.654329355,6.198444881,7.110603008,6.496893033,6.808712037,2160
146,1,4.299926427,2.240285438,7.211645174,3.379407134,6.069037163,179
146,2,3.510668346,2.048500683,4.969890118,3.022174198,4.019655287,179
146,3,3.510668346,2.048500683,4.969890118,3.022174198,4.019655287,179
147,1,6.243424339,5.037550127,7.452600863,5.823246784,6.6568112,239
147,2,3.471847833,1.806655506,7.63193532,2.714873535,6.734832903,239
147,3,2.802534346,1.635299309,3.967417705,2.412573947,3.208853953,239
148,1,6.153589463,4.965066236,7.345367486,5.739457725,6.561028218,359
148,2,6.781292996,5.820314798,7.745177602,6.445918933,7.110243864,359
148,3,2.183838351,1.139106809,8.186347229,1.716883066,7.616082527,359
149,1,6.326265332,5.021622992,7.59569909,5.876817747,6.777298232,539
149,2,6.921145083,5.824225628,7.947756715,6.53664191,7.30866328,539
149,3,7.805204007,7.051393443,8.551671104,7.520332351,8.091121334,539
