group,time,y_mean,y_lower,y_upper
1,633,0.611890535,0.639668127,0.584081705
1,634,0.609552698,0.637268855,0.581807364
1,635,0.607223794,0.634878582,0.57954188
1,636,0.604903788,0.632497275,0.577285217
1,637,0.602592645,0.6301249,0.575037341
1,638,0.600290333,0.627761423,0.572798219
1,639,0.597996817,0.625406811,0.570567815
1,640,0.595712064,0.623061031,0.568346096
1,641,0.59343604,0.620724049,0.566133028
1,642,0.591168713,0.618395833,0.563928577
1,643,0.588910048,0.616076349,0.561732711
1,644,0.586660012,0.613765566,0.559545395
1,645,0.584418574,0.61146345,0.557366595
1,646,0.582185699,0.609169968,0.55519628
1,647,0.579961355,0.606885089,0.553034416
1,648,0.577745509,0.60460878,0.55088097
1,649,0.57553813,0.602341009,0.548735909
1,650,0.573339184,0.600081744,0.546599201
1,651,0.57114864,0.597830954,0.544470813
1,652,0.568966466,0.595588605,0.542350712
1,653,0.566792628,0.593354667,0.540238867
1,654,0.564627096,0.591129108,0.538135245
1,655,0.562469838,0.588911897,0.536039814
1,656,0.560320822,0.586703002,0.533952543
1,657,0.558180017,0.584502392,0.531873399
1,658,0.556047391,0.582310036,0.529802352
1,659,0.553922913,0.580125904,0.527739368
1,660,0.551806553,0.577949963,0.525684418
1,661,0.549698278,0.575782185,0.523637469
1,662,0.547598058,0.573622537,0.521598491
1,663,0.545505862,0.571470989,0.519567452
1,664,0.54342166,0.569327512,0.517544322
1,665,0.541345421,0.567192074,0.51552907
1,666,0.539277115,0.565064646,0.513521665
1,667,0.537216711,0.562945198,0.511522077
1,668,0.535164179,0.560833699,0.509530274
1,669,0.533119489,0.55873012,0.507546228
1,670,0.531082612,0.556634431,0.505569907
1,671,0.529053516,0.554546603,0.503601282
1,672,0.527032173,0.552466605,0.501640322
1,673,0.525018553,0.55039441,0.499686998
1,674,0.523012627,0.548329986,0.49774128
1,675,0.521014364,0.546273306,0.495803138
1,676,0.519023736,0.544224341,0.493872543
1,677,0.517040714,0.54218306,0.491949466
1,678,0.515065268,0.540149436,0.490033877
1,679,0.51309737,0.53812344,0.488125747
1,680,0.51113699,0.536105042,0.486225047
1,681,0.5091841,0.534094216,0.484331748
1,682,0.507238672,0.532090931,0.482445822
1,683,0.505300677,0.530095161,0.480567239
1,684,0.503370086,0.528106876,0.47869597
1,685,0.501446871,0.526126049,0.476831989
1,686,0.499531004,0.524152652,0.474975265
1,687,0.497622457,0.522186657,0.473125772
1,688,0.495721202,0.520228035,0.47128348
1,689,0.493827211,0.51827676,0.469448361
1,690,0.491940457,0.516332804,0.467620389
1,691,0.490060911,0.514396139,0.465799534
1,692,0.488188546,0.512466739,0.463985769
1,693,0.486323335,0.510544575,0.462179068
1,694,0.484465251,0.50862962,0.460379401
1,695,0.482614265,0.506721849,0.458586741
1,696,0.480770352,0.504821233,0.456801063
1,697,0.478933483,0.502927746,0.455022337
1,698,0.477103633,0.501041361,0.453250538
1,699,0.475280774,0.499162052,0.451485637
1,700,0.473464879,0.497289791,0.449727609
1,701,0.471655922,0.495424553,0.447976427
1,702,0.469853877,0.493566311,0.446232063
1,703,0.468058717,0.491715039,0.444494492
1,704,0.466270415,0.489870711,0.442763686
1,705,0.464488947,0.4880333,0.441039621
1,706,0.462714284,0.486202781,0.439322268
1,707,0.460946402,0.484379129,0.437611603
1,708,0.459185274,0.482562316,0.435907598
1,709,0.457430876,0.480752318,0.434210229
1,710,0.45568318,0.478949109,0.43251947
1,711,0.453942161,0.477152663,0.430835293
1,712,0.452207795,0.475362955,0.429157675
1,713,0.450480054,0.473579961,0.427486589
1,714,0.448758915,0.471803653,0.425822011
1,715,0.447044352,0.470034009,0.424163914
1,716,0.44533634,0.468271002,0.422512273
1,717,0.443634853,0.466514608,0.420867063
1,718,0.441939868,0.464764802,0.41922826
1,719,0.440251358,0.463021558,0.417595838
1,720,0.438569299,0.461284854,0.415969773
2,1,6.831336899,6.831373135,6.831301634
2,2,6.830532441,6.830604904,6.830461919
2,3,6.829728077,6.829836759,6.829622307
2,4,6.828923808,6.8290687,6.828782798
2,5,6.828119633,6.828300728,6.827943392
2,6,6.827315553,6.827532842,6.82710409
2,7,6.826511568,6.826765043,6.82626489
2,8,6.825707678,6.82599733,6.825425794
2,9,6.824903882,6.825229703,6.824586801
2,10,6.824100181,6.824462163,6.823747911
2,11,6.823296574,6.823694709,6.822909124
2,12,6.822493062,6.822927341,6.82207044
2,13,6.821689645,6.822160059,6.82123186
2,14,6.820886323,6.821392864,6.820393382
2,15,6.820083095,6.820625755,6.819555008
2,16,6.819279961,6.819858732,6.818716736
2,17,6.818476922,6.819091796,6.817878568
2,18,6.817673978,6.818324946,6.817040503
2,19,6.816871128,6.817558182,6.81620254
2,20,6.816068373,6.816791504,6.815364681
2,21,6.815265712,6.816024913,6.814526925
2,22,6.814463146,6.815258407,6.813689271
2,23,6.813660675,6.814491988,6.812851721
2,24,6.812858297,6.813725655,6.812014273
2,25,6.812056015,6.812959409,6.811176929
2,26,6.811253827,6.812193248,6.810339687
2,27,6.810451733,6.811427174,6.809502549
2,28,6.809649734,6.810661185,6.808665513
2,29,6.808847829,6.809895283,6.80782858
2,30,6.808046019,6.809129467,6.80699175
2,31,6.807244303,6.808363738,6.806155023
2,32,6.806442681,6.807598094,6.805318399
2,33,6.805641154,6.806832536,6.804481877
2,34,6.804839721,6.806067065,6.803645459
2,35,6.804038383,6.805301679,6.802809143
2,36,6.803237139,6.80453638,6.80197293
2,37,6.802435989,6.803771166,6.80113682
2,38,6.801634934,6.803006039,6.800300812
2,39,6.800833973,6.802240998,6.799464907
2,40,6.800033106,6.801476043,6.798629106
2,41,6.799232334,6.800711174,6.797793406
2,42,6.798431656,6.79994639,6.79695781
2,43,6.797631072,6.799181693,6.796122316
2,44,6.796830583,6.798417082,6.795286925
2,45,6.796030187,6.797652557,6.794451637
2,46,6.795229886,6.796888118,6.793616451
2,47,6.79442968,6.796123764,6.792781368
2,48,6.793629567,6.795359497,6.791946388
2,49,6.792829549,6.794595316,6.79111151
2,50,6.792029625,6.79383122,6.790276735
2,51,6.791229795,6.793067211,6.789442062
2,52,6.790430059,6.792303287,6.788607492
2,53,6.789630418,6.79153945,6.787773025
2,54,6.788830871,6.790775698,6.78693866
2,55,6.788031417,6.790012032,6.786104398
2,56,6.787232058,6.789248452,6.785270239
2,57,6.786432793,6.788484958,6.784436182
2,58,6.785633623,6.78772155,6.783602227
2,59,6.784834546,6.786958227,6.782768375
2,60,6.784035563,6.786194991,6.781934625
2,61,6.783236675,6.78543184,6.781100978
2,62,6.782437881,6.784668775,6.780267434
2,63,6.78163918,6.783905796,6.779433992
2,64,6.780840574,6.783142903,6.778600652
2,65,6.780042062,6.782380095,6.777767415
2,66,6.779243644,6.781617374,6.77693428
2,67,6.778445319,6.780854738,6.776101247
2,68,6.777647089,6.780092187,6.775268317
2,69,6.776848953,6.779329723,6.77443549
2,70,6.776050911,6.778567344,6.773602765
2,71,6.775252963,6.777805051,6.772770142
2,72,6.774455108,6.777042844,6.771937621
2,73,6.773657348,6.776280723,6.771105203
2,74,6.772859682,6.775518687,6.770272887
2,75,6.772062109,6.774756737,6.769440673
2,76,6.771264631,6.773994872,6.768608562
2,77,6.770467246,6.773233094,6.767776553
2,78,6.769669956,6.7724714,6.766944646
2,79,6.768872759,6.771709793,6.766112842
2,80,6.768075656,6.770948271,6.76528114
2,81,6.767278647,6.770186835,6.76444954
2,82,6.766481732,6.769425485,6.763618042
2,83,6.76568491,6.76866422,6.762786646
2,84,6.764888183,6.76790304,6.761955353
2,85,6.764091549,6.767141947,6.761124162
2,86,6.763295009,6.766380939,6.760293073
2,87,6.762498563,6.765620016,6.759462086
2,88,6.761702211,6.764859179,6.758631201
2,89,6.760905953,6.764098428,6.757800419
2,90,6.760109788,6.763337762,6.756969738
2,91,6.759313717,6.762577182,6.75613916
2,92,6.75851774,6.761816687,6.755308684
2,93,6.757721856,6.761056278,6.754478309
2,94,6.756926066,6.760295954,6.753648037
2,95,6.75613037,6.759535716,6.752817867
2,96,6.755334768,6.758775563,6.751987799
2,97,6.754539259,6.758015496,6.751157833
2,98,6.753743844,6.757255514,6.75032797
2,99,6.752948523,6.756495618,6.749498208
2,100,6.752153295,6.755735807,6.748668548
2,101,6.751358161,6.754976082,6.74783899
2,102,6.750563121,6.754216442,6.747009534
2,103,6.749768174,6.753456887,6.74618018
2,104,6.748973321,6.752697418,6.745350928
2,105,6.748178562,6.751938034,6.744521778
2,106,6.747383896,6.751178736,6.743692729
2,107,6.746589323,6.750419523,6.742863783
2,108,6.745794844,6.749660395,6.742034939
2,109,6.745000459,6.748901353,6.741206196
2,110,6.744206167,6.748142396,6.740377555
2,111,6.743411969,6.747383525,6.739549017
2,112,6.742617865,6.746624739,6.73872058
2,113,6.741823854,6.745866038,6.737892245
2,114,6.741029936,6.745107423,6.737064011
2,115,6.740236112,6.744348892,6.73623588
2,116,6.739442381,6.743590447,6.73540785
2,117,6.738648744,6.742832088,6.734579922
2,118,6.7378552,6.742073814,6.733752096
2,119,6.73706175,6.741315625,6.732924372
2,120,6.736268393,6.740557521,6.732096749
2,121,6.73547513,6.739799502,6.731269228
2,122,6.73468196,6.739041569,6.730441809
2,123,6.733888883,6.738283721,6.729614491
2,124,6.7330959,6.737525958,6.728787276
2,125,6.73230301,6.736768281,6.727960162
2,126,6.731510214,6.736010688,6.727133149
2,127,6.730717511,6.735253181,6.726306238
2,128,6.729924901,6.734495759,6.725479429
2,129,6.729132384,6.733738422,6.724652722
2,130,6.728339961,6.732981171,6.723826116
2,131,6.727547632,6.732224004,6.722999612
2,132,6.726755395,6.731466923,6.722173209
2,133,6.725963252,6.730709927,6.721346908
2,134,6.725171202,6.729953015,6.720520708
2,135,6.724379246,6.72919619,6.71969461
2,136,6.723587382,6.728439449,6.718868614
2,137,6.722795612,6.727682793,6.718042719
2,138,6.722003935,6.726926222,6.717216926
2,139,6.721212352,6.726169737,6.716391234
2,140,6.720420861,6.725413336,6.715565643
2,141,6.719629464,6.724657021,6.714740155
2,142,6.71883816,6.72390079,6.713914767
2,143,6.718046949,6.723144645,6.713089481
2,144,6.717255832,6.722388585,6.712264297
2,145,6.716464807,6.721632609,6.711439214
2,146,6.715673876,6.720876719,6.710614232
2,147,6.714883038,6.720120914,6.709789352
2,148,6.714092292,6.719365194,6.708964573
2,149,6.71330164,6.718609558,6.708139895
2,150,6.712511082,6.717854008,6.707315319
2,151,6.711720616,6.717098543,6.706490845
2,152,6.710930243,6.716343162,6.705666471
2,153,6.710139964,6.715587867,6.704842199
2,154,6.709349777,6.714832656,6.704018028
2,155,6.708559684,6.714077531,6.703193959
2,156,6.707769683,6.71332249,6.702369991
2,157,6.706979776,6.712567534,6.701546124
2,158,6.706189961,6.711812663,6.700722358
2,159,6.70540024,6.711057877,6.699898694
2,160,6.704610612,6.710303176,6.699075131
2,161,6.703821076,6.70954856,6.698251669
2,162,6.703031634,6.708794029,6.697428309
2,163,6.702242284,6.708039582,6.696605049
2,164,6.701453028,6.707285221,6.695781891
2,165,6.700663864,6.706530944,6.694958834
2,166,6.699874794,6.705776752,6.694135878
2,167,6.699085816,6.705022645,6.693313023
2,168,6.698296931,6.704268622,6.69249027
2,169,6.697508139,6.703514685,6.691667617
2,170,6.69671944,6.702760832,6.690845066
2,171,6.695930834,6.702007064,6.690022616
2,172,6.695142321,6.701253381,6.689200267
2,173,6.694353901,6.700499782,6.688378019
2,174,6.693565573,6.699746268,6.687555872
2,175,6.692777338,6.698992839,6.686733826
2,176,6.691989196,6.698239495,6.685911881
2,177,6.691201147,6.697486235,6.685090038
2,178,6.690413191,6.696733061,6.684268295
2,179,6.689625328,6.69597997,6.683446653
2,180,6.688837557,6.695226965,6.682625112
2,181,6.688049879,6.694474044,6.681803672
2,182,6.687262294,6.693721208,6.680982334
2,183,6.686474801,6.692968457,6.680161096
2,184,6.685687402,6.69221579,6.679339959
2,185,6.684900095,6.691463208,6.678518923
2,186,6.68411288,6.69071071,6.677697988
2,187,6.683325759,6.689958297,6.676877154
2,188,6.68253873,6.689205969,6.676056421
2,189,6.681751794,6.688453725,6.675235788
2,190,6.68096495,6.687701566,6.674415257
2,191,6.680178199,6.686949491,6.673594826
2,192,6.679391541,6.686197502,6.672774497
2,193,6.678604975,6.685445596,6.671954268
2,194,6.677818502,6.684693775,6.671134139
2,195,6.677032122,6.683942039,6.670314112
2,196,6.676245834,6.683190387,6.669494186
2,197,6.675459639,6.68243882,6.66867436
2,198,6.674673537,6.681687337,6.667854635
2,199,6.673887527,6.680935939,6.667035011
2,200,6.673101609,6.680184626,6.666215488
2,201,6.672315784,6.679433396,6.665396065
2,202,6.671530052,6.678682252,6.664576743
2,203,6.670744412,6.677931191,6.663757522
2,204,6.669958865,6.677180216,6.662938401
2,205,6.66917341,6.676429324,6.662119381
2,206,6.668388048,6.675678517,6.661300462
2,207,6.667602778,6.674927795,6.660481644
2,208,6.666817601,6.674177157,6.659662926
2,209,6.666032516,6.673426603,6.658844309
2,210,6.665247523,6.672676134,6.658025792
2,211,6.664462623,6.671925749,6.657207376
2,212,6.663677816,6.671175449,6.656389061
2,213,6.662893101,6.670425233,6.655570846
2,214,6.662108478,6.669675101,6.654752732
2,215,6.661323948,6.668925054,6.653934718
2,216,6.66053951,6.668175091,6.653116805
2,217,6.659755164,6.667425212,6.652298992
2,218,6.658970911,6.666675418,6.65148128
2,219,6.65818675,6.665925708,6.650663669
2,220,6.657402682,6.665176082,6.649846158
2,221,6.656618705,6.664426541,6.649028747
2,222,6.655834822,6.663677084,6.648211437
2,223,6.65505103,6.662927711,6.647394228
2,224,6.654267331,6.662178422,6.646577118
2,225,6.653483724,6.661429218,6.64576011
2,226,6.652700209,6.660680098,6.644943202
2,227,6.651916787,6.659931062,6.644126394
2,228,6.651133456,6.659182111,6.643309686
2,229,6.650350219,6.658433244,6.642493079
2,230,6.649567073,6.65768446,6.641676573
2,231,6.648784019,6.656935762,6.640860166
2,232,6.648001058,6.656187147,6.64004386
2,233,6.647218189,6.655438616,6.639227655
2,234,6.646435412,6.65469017,6.638411549
2,235,6.645652728,6.653941808,6.637595544
2,236,6.644870135,6.65319353,6.63677964
2,237,6.644087635,6.652445336,6.635963835
2,238,6.643305227,6.651697226,6.635148131
2,239,6.642522911,6.650949201,6.634332528
2,240,6.641740687,6.650201259,6.633517024
2,241,6.640958555,6.649453402,6.632701621
2,242,6.640176515,6.648705628,6.631886318
2,243,6.639394567,6.647957939,6.631071115
2,244,6.638612712,6.647210334,6.630256012
2,245,6.637830948,6.646462813,6.62944101
2,246,6.637049277,6.645715376,6.628626107
2,247,6.636267698,6.644968023,6.627811305
2,248,6.63548621,6.644220754,6.626996603
2,249,6.634704815,6.64347357,6.626182001
2,250,6.633923512,6.642726469,6.6253675
2,251,6.633142301,6.641979452,6.624553098
2,252,6.632361181,6.641232519,6.623738797
2,253,6.631580154,6.64048567,6.622924595
2,254,6.630799219,6.639738906,6.622110494
2,255,6.630018375,6.638992225,6.621296493
2,256,6.629237624,6.638245628,6.620482592
2,257,6.628456964,6.637499115,6.619668791
2,258,6.627676397,6.636752686,6.618855089
2,259,6.626895921,6.636006341,6.618041488
2,260,6.626115538,6.63526008,6.617227987
2,261,6.625335246,6.634513903,6.616414586
2,262,6.624555046,6.63376781,6.615601285
2,263,6.623774938,6.6330218,6.614788084
2,264,6.622994922,6.632275875,6.613974983
2,265,6.622214997,6.631530033,6.613161982
2,266,6.621435165,6.630784276,6.612349081
2,267,6.620655424,6.630038602,6.611536279
2,268,6.619875775,6.629293012,6.610723578
2,269,6.619096218,6.628547506,6.609910976
2,270,6.618316753,6.627802084,6.609098475
2,271,6.61753738,6.627056745,6.608286073
2,272,6.616758098,6.626311491,6.607473771
2,273,6.615978908,6.62556632,6.606661569
2,274,6.61519981,6.624821233,6.605849467
2,275,6.614420804,6.62407623,6.605037465
2,276,6.613641889,6.62333131,6.604225562
2,277,6.612863066,6.622586474,6.603413759
2,278,6.612084335,6.621841723,6.602602056
2,279,6.611305696,6.621097054,6.601790453
2,280,6.610527148,6.62035247,6.60097895
2,281,6.609748692,6.619607969,6.600167546
2,282,6.608970327,6.618863552,6.599356242
2,283,6.608192054,6.618119219,6.598545038
2,284,6.607413873,6.61737497,6.597733933
2,285,6.606635784,6.616630804,6.596922928
2,286,6.605857786,6.615886722,6.596112023
2,287,6.60507988,6.615142723,6.595301218
2,288,6.604302065,6.614398808,6.594490512
2,289,6.603524342,6.613654977,6.593679906
2,290,6.602746711,6.61291123,6.5928694
2,291,6.601969171,6.612167566,6.592058993
2,292,6.601191722,6.611423985,6.591248685
2,293,6.600414366,6.610680489,6.590438478
2,294,6.5996371,6.609937076,6.58962837
2,295,6.598859927,6.609193746,6.588818361
2,296,6.598082845,6.608450501,6.588008453
2,297,6.597305854,6.607707338,6.587198643
2,298,6.596528955,6.60696426,6.586388933
2,299,6.595752147,6.606221265,6.585579323
2,300,6.594975431,6.605478353,6.584769812
2,301,6.594198806,6.604735525,6.583960401
2,302,6.593422273,6.603992781,6.583151089
2,303,6.592645831,6.60325012,6.582341877
2,304,6.591869481,6.602507542,6.581532764
2,305,6.591093222,6.601765048,6.580723751
2,306,6.590317054,6.601022638,6.579914837
2,307,6.589540978,6.600280311,6.579106023
2,308,6.588764993,6.599538068,6.578297308
2,309,6.5879891,6.598795908,6.577488692
2,310,6.587213298,6.598053831,6.576680176
2,311,6.586437587,6.597311838,6.575871759
2,312,6.585661968,6.596569928,6.575063442
2,313,6.58488644,6.595828102,6.574255223
2,314,6.584111003,6.59508636,6.573447105
2,315,6.583335658,6.5943447,6.572639085
2,316,6.582560404,6.593603124,6.571831165
2,317,6.581785241,6.592861632,6.571023344
2,318,6.581010169,6.592120223,6.570215623
2,319,6.580235189,6.591378897,6.569408001
2,320,6.5794603,6.590637654,6.568600478
2,321,6.578685503,6.589896495,6.567793054
2,322,6.577910796,6.58915542,6.56698573
2,323,6.577136181,6.588414427,6.566178505
2,324,6.576361657,6.587673518,6.565371379
2,325,6.575587224,6.586932692,6.564564352
2,326,6.574812883,6.58619195,6.563757424
2,327,6.574038632,6.585451291,6.562950596
2,328,6.573264473,6.584710715,6.562143867
2,329,6.572490405,6.583970222,6.561337237
2,330,6.571716428,6.583229813,6.560530706
2,331,6.570942542,6.582489487,6.559724274
2,332,6.570168748,6.581749244,6.558917942
2,333,6.569395044,6.581009085,6.558111708
2,334,6.568621432,6.580269009,6.557305574
2,335,6.56784791,6.579529016,6.556499539
2,336,6.56707448,6.578789106,6.555693602
2,337,6.566301141,6.578049279,6.554887765
2,338,6.565527893,6.577309536,6.554082027
2,339,6.564754736,6.576569876,6.553276388
2,340,6.56398167,6.575830298,6.552470848
2,341,6.563208695,6.575090805,6.551665407
2,342,6.562435811,6.574351394,6.550860065
2,343,6.561663018,6.573612066,6.550054822
2,344,6.560890317,6.572872822,6.549249678
2,345,6.560117706,6.572133661,6.548444633
2,346,6.559345186,6.571394582,6.547639687
2,347,6.558572757,6.570655587,6.54683484
2,348,6.557800419,6.569916675,6.546030092
2,349,6.557028172,6.569177847,6.545225442
2,350,6.556256016,6.568439101,6.544420892
2,351,6.555483951,6.567700438,6.543616441
2,352,6.554711976,6.566961858,6.542812088
2,353,6.553940093,6.566223362,6.542007834
2,354,6.553168301,6.565484948,6.541203679
2,355,6.552396599,6.564746618,6.540399623
2,356,6.551624989,6.56400837,6.539595666
2,357,6.550853469,6.563270206,6.538791808
2,358,6.55008204,6.562532125,6.537988048
2,359,6.549310702,6.561794126,6.537184388
2,360,6.548539454,6.561056211,6.536380826
2,361,6.547768298,6.560318378,6.535577363
2,362,6.546997232,6.559580629,6.534773998
2,363,6.546226258,6.558842962,6.533970732
2,364,6.545455374,6.558105379,6.533167566
2,365,6.54468458,6.557367878,6.532364497
2,366,6.543913878,6.556630461,6.531561528
2,367,6.543143266,6.555893126,6.530758657
2,368,6.542372745,6.555155874,6.529955885
2,369,6.541602315,6.554418705,6.529153212
2,370,6.540831975,6.553681619,6.528350637
2,371,6.540061727,6.552944616,6.527548161
2,372,6.539291568,6.552207696,6.526745783
2,373,6.538521501,6.551470858,6.525943505
2,374,6.537751524,6.550734104,6.525141324
2,375,6.536981638,6.549997432,6.524339243
2,376,6.536211843,6.549260843,6.52353726
2,377,6.535442138,6.548524337,6.522735375
2,378,6.534672524,6.547787914,6.52193359
2,379,6.533903001,6.547051574,6.521131902
2,380,6.533133568,6.546315316,6.520330313
2,381,6.532364225,6.545579142,6.519528823
2,382,6.531594974,6.54484305,6.518727432
2,383,6.530825813,6.54410704,6.517926138
2,384,6.530056742,6.543371114,6.517124944
2,385,6.529287762,6.54263527,6.516323847
2,386,6.528518873,6.54189951,6.51552285
2,387,6.527750074,6.541163831,6.51472195
2,388,6.526981366,6.540428236,6.51392115
2,389,6.526212748,6.539692723,6.513120447
2,390,6.525444221,6.538957293,6.512319843
2,391,6.524675784,6.538221946,6.511519338
2,392,6.523907438,6.537486681,6.510718931
2,393,6.523139182,6.5367515,6.509918622
2,394,6.522371017,6.5360164,6.509118411
2,395,6.521602942,6.535281384,6.508318299
2,396,6.520834958,6.53454645,6.507518286
2,397,6.520067064,6.533811599,6.50671837
2,398,6.51929926,6.53307683,6.505918553
2,399,6.518531547,6.532342144,6.505118835
2,400,6.517763924,6.531607541,6.504319214
2,401,6.516996392,6.53087302,6.503519692
2,402,6.51622895,6.530138582,6.502720268
2,403,6.515461599,6.529404226,6.501920943
2,404,6.514694337,6.528669953,6.501121716
2,405,6.513927167,6.527935763,6.500322586
2,406,6.513160086,6.527201655,6.499523556
2,407,6.512393096,6.52646763,6.498724623
2,408,6.511626196,6.525733687,6.497925789
2,409,6.510859387,6.524999827,6.497127052
2,410,6.510092667,6.524266049,6.496328414
2,411,6.509326038,6.523532354,6.495529875
2,412,6.5085595,6.522798741,6.494731433
2,413,6.507793051,6.522065211,6.493933089
2,414,6.507026693,6.521331763,6.493134844
2,415,6.506260425,6.520598398,6.492336697
2,416,6.505494248,6.519865116,6.491538647
2,417,6.50472816,6.519131915,6.490740696
2,418,6.503962163,6.518398798,6.489942843
2,419,6.503196256,6.517665762,6.489145088
2,420,6.502430439,6.516932809,6.488347431
2,421,6.501664713,6.516199939,6.487549873
2,422,6.500899076,6.515467151,6.486752412
2,423,6.50013353,6.514734445,6.485955049
2,424,6.499368074,6.514001822,6.485157784
2,425,6.498602708,6.513269281,6.484360618
2,426,6.497837432,6.512536822,6.483563549
2,427,6.497072246,6.511804446,6.482766578
2,428,6.49630715,6.511072153,6.481969705
2,429,6.495542145,6.510339941,6.48117293
2,430,6.494777229,6.509607812,6.480376253
2,431,6.494012404,6.508875765,6.479579674
2,432,6.493247669,6.508143801,6.478783193
2,433,6.492483023,6.507411919,6.47798681
2,434,6.491718468,6.506680119,6.477190525
2,435,6.490954003,6.505948401,6.476394338
2,436,6.490189628,6.505216766,6.475598248
2,437,6.489425343,6.504485213,6.474802256
2,438,6.488661147,6.503753743,6.474006362
2,439,6.487897042,6.503022354,6.473210567
2,440,6.487133027,6.502291048,6.472414868
2,441,6.486369102,6.501559824,6.471619268
2,442,6.485605267,6.500828682,6.470823765
2,443,6.484841521,6.500097623,6.470028361
2,444,6.484077866,6.499366646,6.469233054
2,445,6.4833143,6.498635751,6.468437844
2,446,6.482550825,6.497904938,6.467642733
2,447,6.481787439,6.497174207,6.466847719
2,448,6.481024144,6.496443559,6.466052803
2,449,6.480260938,6.495712992,6.465257985
2,450,6.479497822,6.494982508,6.464463264
2,451,6.478734796,6.494252106,6.463668641
2,452,6.47797186,6.493521786,6.462874116
2,453,6.477209013,6.492791548,6.462079688
2,454,6.476446257,6.492061393,6.461285358
2,455,6.47568359,6.491331319,6.460491126
2,456,6.474921013,6.490601328,6.459696991
2,457,6.474158526,6.489871418,6.458902954
2,458,6.473396128,6.489141591,6.458109015
2,459,6.472633821,6.488411846,6.457315173
2,460,6.471871603,6.487682183,6.456521429
2,461,6.471109475,6.486952602,6.455727782
2,462,6.470347437,6.486223103,6.454934233
2,463,6.469585488,6.485493686,6.454140781
2,464,6.468823629,6.484764351,6.453347427
2,465,6.46806186,6.484035098,6.452554171
2,466,6.467300181,6.483305927,6.451761011
2,467,6.466538591,6.482576838,6.45096795
2,468,6.465777091,6.481847831,6.450174986
2,469,6.465015681,6.481118906,6.449382119
2,470,6.46425436,6.480390063,6.44858935
2,471,6.463493129,6.479661302,6.447796678
2,472,6.462731988,6.478932623,6.447004104
2,473,6.461970936,6.478204026,6.446211627
2,474,6.461209974,6.477475511,6.445419248
2,475,6.460449101,6.476747077,6.444626966
2,476,6.459688319,6.476018726,6.443834781
2,477,6.458927625,6.475290457,6.443042694
2,478,6.458167021,6.474562269,6.442250704
2,479,6.457406507,6.473834163,6.441458812
2,480,6.456646083,6.47310614,6.440667016
2,481,6.455885748,6.472378198,6.439875319
2,482,6.455125502,6.471650338,6.439083718
2,483,6.454365346,6.47092256,6.438292215
2,484,6.45360528,6.470194863,6.437500809
2,485,6.452845303,6.469467249,6.4367095
2,486,6.452085415,6.468739716,6.435918289
2,487,6.451325617,6.468012265,6.435127175
2,488,6.450565909,6.467284896,6.434336158
2,489,6.44980629,6.466557609,6.433545238
2,490,6.44904676,6.465830403,6.432754416
2,491,6.44828732,6.46510328,6.43196369
2,492,6.447527969,6.464376238,6.431173062
2,493,6.446768708,6.463649278,6.430382531
2,494,6.446009536,6.462922399,6.429592098
2,495,6.445250453,6.462195603,6.428801761
2,496,6.44449146,6.461468888,6.428011522
2,497,6.443732556,6.460742254,6.42722138
2,498,6.442973742,6.460015703,6.426431335
2,499,6.442215017,6.459289233,6.425641387
2,500,6.441456381,6.458562845,6.424851536
2,501,6.440697835,6.457836539,6.424061782
2,502,6.439939378,6.457110314,6.423272125
2,503,6.43918101,6.456384171,6.422482566
2,504,6.438422732,6.455658109,6.421693103
2,505,6.437664543,6.45493213,6.420903737
2,506,6.436906443,6.454206232,6.420114469
2,507,6.436148433,6.453480415,6.419325297
2,508,6.435390511,6.45275468,6.418536223
2,509,6.434632679,6.452029027,6.417747245
2,510,6.433874937,6.451303455,6.416958365
2,511,6.433117283,6.450577965,6.416169581
2,512,6.432359719,6.449852557,6.415380895
2,513,6.431602244,6.44912723,6.414592305
2,514,6.430844858,6.448401985,6.413803812
2,515,6.430087561,6.447676821,6.413015416
2,516,6.429330353,6.446951739,6.412227118
2,517,6.428573235,6.446226738,6.411438916
2,518,6.427816206,6.445501819,6.410650811
2,519,6.427059266,6.444776981,6.409862802
2,520,6.426302415,6.444052225,6.409074891
2,521,6.425545653,6.44332755,6.408287076
2,522,6.42478898,6.442602957,6.407499359
2,523,6.424032397,6.441878446,6.406711738
2,524,6.423275902,6.441154016,6.405924214
2,525,6.422519497,6.440429667,6.405136787
2,526,6.421763181,6.4397054,6.404349456
2,527,6.421006953,6.438981214,6.403562223
2,528,6.420250815,6.43825711,6.402775086
2,529,6.419494766,6.437533087,6.401988046
2,530,6.418738806,6.436809145,6.401201102
2,531,6.417982935,6.436085285,6.400414256
2,532,6.417227153,6.435361506,6.399627506
2,533,6.41647146,6.434637809,6.398840852
2,534,6.415715856,6.433914193,6.398054296
2,535,6.41496034,6.433190659,6.397267836
2,536,6.414204914,6.432467206,6.396481473
2,537,6.413449577,6.431743834,6.395695206
2,538,6.412694329,6.431020543,6.394909037
2,539,6.41193917,6.430297334,6.394122963
2,540,6.411184099,6.429574207,6.393336987
2,541,6.410429118,6.42885116,6.392551107
2,542,6.409674225,6.428128195,6.391765323
2,543,6.408919421,6.427405311,6.390979637
2,544,6.408164707,6.426682509,6.390194046
2,545,6.407410081,6.425959787,6.389408553
2,546,6.406655544,6.425237147,6.388623156
2,547,6.405901096,6.424514589,6.387837855
