time,group,median,q1,q3
770,3,6.79148,6.28146,7.3409325
774,3,6.78522,6.27571,7.33417
778,3,6.77898,6.2699375,7.32745
782,3,6.77275,6.2641175,7.32072
786,3,6.76652,6.25832,7.31396
790,3,6.7603,6.25259,7.30723
794,3,6.754105,6.246845,7.3004425
798,3,6.747895,6.2410975,7.2937225
802,3,6.74167,6.23532,7.28702
806,3,6.73548,6.2295775,7.2803
810,3,6.72932,6.22385,7.27356
814,3,6.72311,6.2181275,7.26686
818,3,6.71693,6.21238,7.2601325
822,3,6.71075,6.20668,7.25342
826,3,6.704555,6.20095,7.2467525
830,3,6.6984,6.1952375,7.2401
834,3,6.69224,6.18955,7.23346
838,3,6.686065,6.1838475,7.226775
842,3,6.67994,6.17817,7.2201325
846,3,6.67381,6.1724675,7.2135025
850,3,6.66769,6.16676,7.20686
854,3,6.66154,6.16111,7.20027
858,3,6.655425,6.15544,7.19363
862,3,6.6493,6.14977,7.18701
866,3,6.64321,6.14409,7.1804225
870,3,6.63711,6.13843,7.17379
874,3,6.63096,6.1327675,7.16725
878,3,6.62486,6.1271275,7.16069
882,3,6.61874,6.12148,7.1541
886,3,6.61265,6.11586,7.1475225
890,3,6.60654,6.11022,7.14094
894,3,6.60047,6.10459,7.1344025
898,3,6.59439,6.09896,7.12786
902,3,6.58832,6.09338,7.12131
906,3,6.58223,6.0877875,7.11475
910,3,6.576175,6.08219,7.10821
914,3,6.57011,6.07659,7.1016725
918,3,6.56406,6.0709775,7.09511
922,3,6.55802,6.0653575,7.0885925
926,3,6.551985,6.05975,7.0820725
930,3,6.54592,6.0541575,7.07555
934,3,6.5399,6.0485275,7.06905
938,3,6.53388,6.04296,7.06258
942,3,6.52786,6.03738,7.05604
946,3,6.521825,6.03182,7.0495425
950,3,6.515815,6.02628,7.04304
954,3,6.50982,6.0206875,7.036525
958,3,6.5038,6.01515,7.0300325
962,3,6.49784,6.00959,7.0236125
966,3,6.49186,6.0040675,7.01713
970,3,6.48586,5.9985575,7.0107125
974,3,6.47988,5.9930375,7.0042625
978,3,6.47394,5.98748,6.99787
982,3,6.467965,5.9819675,6.99145
986,3,6.462005,5.97641,6.98502
990,3,6.45609,5.9709175,6.97855
994,3,6.45017,5.96538,6.97213
998,3,6.44426,5.95994,6.96576
1002,3,6.438315,5.9544275,6.95935
1006,3,6.43241,5.94897,6.9529225
1010,3,6.42649,5.9434975,6.94655
1014,3,6.420575,5.938,6.940205
1018,3,6.41465,5.93253,6.9337825
1022,3,6.40877,5.927065,6.92743
1026,3,6.40287,5.92158,6.92104
1030,3,6.396975,5.91614,6.91468
1034,3,6.39108,5.9106975,6.90827
1038,3,6.38523,5.90526,6.90192
1042,3,6.37936,5.8998,6.89559
1046,3,6.3735,5.89437,6.88925
1050,3,6.36762,5.88893,6.8829
1054,3,6.36176,5.88349,6.87656
1058,3,6.35591,5.8780675,6.8702925
1062,3,6.350085,5.87265,6.86399
1066,3,6.344235,5.86726,6.8576625
1070,3,6.33838,5.86185,6.85132
1074,3,6.33256,5.8564475,6.84503
1078,3,6.3267,5.8510375,6.838705
