time,group,mean,P2_5,P97_5,P25,P75,day,MCV2
121,2,6.210879885,5.472423576,6.95190395,5.953269024,6.46279089,1800,1
121,3,6.939094987,6.462953167,7.415615524,6.774653567,7.100321379,1800,1
122,1,5.718138407,4.805935463,6.632314409,5.400063802,6.03069776,1815,1
122,2,6.1996381,5.462518408,6.9393209,5.942493518,6.451093142,1815,1
122,3,6.926535121,6.451255125,7.402193149,6.762391342,7.087469692,1815,1
123,1,5.707788491,4.797236648,6.620309821,5.390289606,6.019782106,1830,1
123,2,6.188416662,5.452631168,6.926760626,5.931737516,6.439416567,1830,1
123,3,6.913997989,6.439578257,7.388795069,6.750151313,7.074641265,1830,1
124,1,5.697457308,4.788553578,6.608326961,5.380533101,6.008886211,1845,1
124,2,6.177215535,5.442761824,6.914223086,5.921000982,6.427761127,1845,1
124,3,6.901483549,6.427922524,7.37542124,6.737933438,7.061836059,1845,1
125,1,5.687144826,4.779886225,6.596365791,5.370794256,5.998010037,1860,1
125,2,6.166034683,5.432910344,6.901708238,5.910283882,6.416126783,1860,1
125,3,6.888991761,6.416287888,7.362071617,6.725737678,7.04905403,1860,1
126,1,5.676851008,4.771234559,6.58442627,5.361073038,5.987153549,1875,1
126,2,6.154874068,5.423076695,6.889216043,5.89958618,6.404513498,1875,1
126,3,6.876522583,6.404674311,7.348746157,6.713563992,7.036295137,1875,1
127,1,5.666575823,4.762598553,6.57250836,5.351369416,5.976316712,1890,1
127,2,6.143733654,5.413260845,6.876746459,5.888907841,6.392921233,1890,1
127,3,6.864075974,6.393081755,7.335444817,6.701412341,7.023559338,1890,1
128,1,5.656319236,4.753978179,6.560612022,5.341683357,5.965499489,1905,1
128,2,6.132613404,5.403462762,6.864299446,5.878248829,6.38134995,1905,1
128,3,6.851651894,6.381510181,7.322167552,6.689282685,7.01084659,1905,1
129,1,5.646081214,4.745373407,6.548737216,5.33201483,5.954701846,1920,1
129,2,6.121513282,5.393682414,6.851874961,5.867609111,6.369799611,1920,1
129,3,6.839250302,6.369959553,7.30891432,6.677174983,6.998156853,1920,1
130,1,5.635861723,4.736784211,6.536883904,5.322363804,5.943923747,1935,1
130,2,6.110433252,5.383919768,6.839472965,5.856988651,6.358270178,1935,1
130,3,6.826871157,6.358429831,7.295685076,6.665089197,6.985490085,1935,1
131,1,5.625660729,4.72821056,6.525052046,5.312730246,5.933165156,1950,1
131,2,6.099373276,5.374174793,6.827093417,5.846387414,6.346761614,1950,1
131,3,6.814514418,6.346920978,7.282479777,6.653025286,6.972846243,1950,1
132,1,5.615478199,4.719652429,6.513241605,5.303114125,5.922426038,1965,1
132,2,6.08833332,5.364447456,6.814736276,5.835805365,6.335273881,1965,1
132,3,6.802180045,6.335432956,7.269298379,6.64098321,6.960225288,1965,1
133,1,5.605314099,4.711109787,6.50145254,5.293515409,5.911706359,1980,1
133,2,6.077313345,5.354737726,6.802401501,5.82524247,6.323806941,1980,1
133,3,6.789867997,6.323965727,7.256140841,6.628962931,6.947627176,1980,1
134,1,5.595168397,4.702582608,6.489684814,5.283934067,5.901006082,1995,1
134,2,6.066313317,5.345045571,6.790089053,5.814698695,6.312360755,1995,1
134,3,6.777578235,6.312519255,7.243007117,6.61696441,6.935051867,1995,1
135,1,5.585041059,4.694070863,6.477938387,5.274370067,5.890325173,2010,1
135,2,6.0553332,5.335370958,6.77779889,5.804174003,6.300935288,2010,1
135,3,6.765310717,6.301093501,7.229897166,6.604987605,6.922499319,2010,1
136,1,5.574932051,4.685574525,6.466213222,5.264823379,5.879663596,2025,1
136,2,6.044372956,5.325713857,6.765530973,5.793668361,6.289530501,2025,1
136,3,6.753065403,6.289688427,7.216810944,6.593032479,6.909969492,2025,1
137,1,5.56484134,4.677093565,6.454509279,5.25529397,5.869021317,2040,1
137,2,6.033432551,5.316074236,6.753285261,5.783181735,6.278146357,2040,1
137,3,6.740842254,6.278303997,7.203748409,6.581098991,6.897462344,2040,1
138,1,5.554768894,4.668627956,6.442826521,5.245781809,5.858398301,2055,1
138,2,6.022511947,5.306452062,6.741061713,5.77271409,6.266782818,2055,1
138,3,6.728641229,6.266940173,7.190709516,6.569187104,6.884977834,2055,1
139,1,5.54471468,4.660177669,6.431164909,5.236286865,5.847794512,2070,1
139,2,6.011611111,5.296847304,6.728860291,5.762265391,6.255439848,2070,1
139,3,6.716462288,6.255596918,7.177694225,6.557296777,6.872515921,2070,1
140,1,5.534678663,4.651742678,6.419524404,5.226809108,5.837209917,2085,1
140,2,6.000730005,5.287259931,6.716680953,5.751835604,6.244117408,2085,1
140,3,6.704305391,6.244274194,7.164702491,6.545427972,6.860076565,2085,1
141,1,5.524660812,4.643322954,6.407904969,5.217348505,5.82664448,2100,1
141,2,5.989868594,5.277689912,6.70452366,5.741424696,6.232815462,2100,1
141,3,6.692170498,6.232971964,7.151734272,6.53358065,6.847659724,2100,1
142,1,5.514661094,4.63491847,6.396306565,5.207905027,5.816098166,2115,1
142,2,5.979026842,5.268137214,6.692388372,5.731032631,6.221533973,2115,1
142,3,6.680057569,6.221690192,7.138789526,6.521754771,6.835265357,2115,1
143,1,5.504679475,4.626529199,6.384729155,5.198478641,5.805570942,2130,1
143,2,5.968204714,5.258601807,6.680275049,5.720659377,6.210272904,2130,1
143,3,6.667966565,6.21042884,7.125868211,6.509950297,6.822893425,2130,1
144,1,5.494715923,4.618155112,6.3731727,5.189069317,5.795062771,2145,1
144,2,5.957402175,5.249083659,6.668183652,5.710304898,6.199032217,2145,1
144,3,6.655897446,6.199187871,7.112970283,6.49816719,6.810543886,2145,1
145,1,5.484770405,4.609796182,6.361637162,5.179677024,5.784573621,2160,1
145,2,5.946619188,5.23958274,6.65611414,5.699969161,6.187811876,2160,1
145,3,6.643850172,6.187967248,7.1000957,6.48640541,6.7982167,2160,1
146,1,4.299926427,2.240285438,7.211645174,3.379407134,6.069037163,179,1
146,2,3.510668346,2.048500683,4.969890118,3.022174198,4.019655287,179,1
146,3,3.510668346,2.048500683,4.969890118,3.022174198,4.019655287,179,1
147,1,6.243424339,5.037550127,7.452600863,5.823246784,6.6568112,239,1
147,2,3.471847833,1.806655506,7.63193532,2.714873535,6.734832903,239,1
147,3,2.802534346,1.635299309,3.967417705,2.412573947,3.208853953,239,1
148,1,6.153589463,4.965066236,7.345367486,5.739457725,6.561028218,359,1
148,2,6.781292996,5.820314798,7.745177602,6.445918933,7.110243864,359,1
148,3,2.183838351,1.139106809,8.186347229,1.716883066,7.616082527,359,1
149,1,6.391309161,5.076505426,7.667613039,5.937728386,6.841460525,449,1
149,2,6.99033154,5.88743837,8.02243069,6.604342221,7.378097823,449,1
149,3,7.885154242,7.12845969,8.632243304,7.600951844,8.168857819,449,1
1,1,6.875048006,4.011640847,9.732686139,5.918415142,7.871812527,0,2
1,2,6.875048006,4.011640847,9.732686139,5.918415142,7.871812527,0,2
1,3,6.875048006,4.011640847,9.732686139,5.918415142,7.871812527,0,2
2,1,6.498543346,3.791947621,9.19968598,5.594299459,7.440721124,15,2
2,2,6.498543346,3.791947621,9.19968598,5.594299459,7.440721124,15,2
2,3,6.498543346,3.791947621,9.19968598,5.594299459,7.440721124,15,2
3,1,6.142657562,3.584285661,8.695875005,5.287933625,7.03323798,30,2
3,2,6.142657562,3.584285661,8.695875005,5.287933625,7.03323798,30,2
3,3,6.142657562,3.584285661,8.695875005,5.287933625,7.03323798,30,2
4,1,5.806261483,3.387996086,8.2196547,4.998345589,6.648070215,45,2
4,2,5.806261483,3.387996086,8.2196547,4.998345589,6.648070215,45,2
4,3,5.806261483,3.387996086,8.2196547,4.998345589,6.648070215,45,2
5,1,5.488287775,3.202456099,7.769514091,4.724616533,6.283995752,60,2
5,2,5.488287775,3.202456099,7.769514091,4.724616533,6.283995752,60,2
5,3,5.488287775,3.202456099,7.769514091,4.724616533,6.283995752,60,2
6,1,5.187727558,3.027077012,7.344024952,4.465877955,5.939859437,75,2
6,2,5.187727558,3.027077012,7.344024952,4.465877955,5.939859437,75,2
6,3,5.187727558,3.027077012,7.344024952,4.465877955,5.939859437,75,2
7,1,4.9036272,2.861302373,6.94183727,4.22130892,5.614569381,90,2
7,2,4.9036272,2.861302373,6.94183727,4.22130892,5.614569381,90,2
7,3,4.9036272,2.861302373,6.94183727,4.22130892,5.614569381,90,2
8,1,4.635085295,2.704606205,6.561674968,3.990133446,5.307093486,105,2
8,2,4.635085295,2.704606205,6.561674968,3.990133446,5.307093486,105,2
8,3,4.635085295,2.704606205,6.561674968,3.990133446,5.307093486,105,2
9,1,4.3812498,2.556491336,6.202331848,3.771618051,5.016456181,120,2
9,2,4.3812498,2.556491336,6.202331848,3.771618051,5.016456181,120,2
9,3,4.3812498,2.556491336,6.202331848,3.771618051,5.016456181,120,2
10,1,4.141315335,2.416487819,5.86266777,3.565069417,4.741735317,135,2
10,2,4.141315335,2.416487819,5.86266777,3.565069417,4.741735317,135,2
10,3,4.141315335,2.416487819,5.86266777,3.565069417,4.741735317,135,2
11,1,3.914520625,2.284151445,5.541605032,3.369832199,4.482059248,150,2
11,2,3.914520625,2.284151445,5.541605032,3.369832199,4.482059248,150,2
11,3,3.914520625,2.284151445,5.541605032,3.369832199,4.482059248,150,2
12,1,3.700279047,2.159062331,5.240416166,3.185286939,4.237792735,165,2
12,2,3.700146085,2.159062331,5.238124953,3.185286939,4.236604061,165,2
12,3,3.700146085,2.159062331,5.238124953,3.185286939,4.236604061,165,2
13,1,4.943446703,2.283964694,7.265342065,3.492060639,6.235422403,180,2
13,2,3.497511537,2.040823589,4.951264635,3.010848102,4.004590966,180,2
13,3,3.497511537,2.040823589,4.951264635,3.010848102,4.004590966,180,2
14,1,6.276258175,5.058659673,7.492310804,5.853258963,6.692162591,195,2
14,2,3.305974054,1.929060065,4.680113917,2.845962222,3.785283819,195,2
14,3,3.305974054,1.929060065,4.680113917,2.845962222,3.785283819,195,2
15,1,6.26533048,5.055225249,7.47874961,5.843678659,6.680167781,210,2
15,2,3.124925917,1.823417151,4.423812478,2.690106141,3.577986795,210,2
15,3,3.124925917,1.823417151,4.423812478,2.690106141,3.577986795,210,2
16,1,6.253990138,5.046075215,7.465212961,5.833101513,6.668076578,225,2
16,2,2.95407955,1.723559659,4.191008559,2.543263073,3.38358383,225,2
16,3,2.953792687,1.723559659,4.181547113,2.542785352,3.38204217,225,2
17,1,6.242670322,5.036941744,7.451700814,5.822543512,6.656007259,240,2
17,2,5.797547325,1.848899953,7.686805453,2.799583745,6.852044649,240,2
17,3,2.792031386,1.629170755,3.952549153,2.403532429,3.196828243,240,2
18,1,6.231370996,5.027824804,7.438213124,5.812004621,6.643959787,255,2
18,2,6.866710189,5.887730962,7.84307685,6.526364006,7.199999696,255,2
18,3,2.63912877,1.539950959,3.736092021,2.271905543,3.02175736,255,2
19,1,6.220092121,5.018724366,7.424749847,5.801484806,6.63193412,270,2
19,2,6.854579329,5.883215713,7.828880764,6.515580834,7.187085213,270,2
19,3,2.494599702,1.45561719,3.531488932,2.147487063,2.856274046,270,2
20,1,6.208833661,5.0096404,7.411310939,5.790984032,6.61993022,285,2
20,2,6.842172438,5.872567004,7.814710373,6.503787536,7.174076482,285,2
20,3,2.357985614,1.37590187,3.338090713,2.029882228,2.699853249,285,2
21,1,6.19759558,5.000572876,7.397896356,5.780502264,6.607948048,300,2
21,2,6.829788003,5.86193757,7.80056563,6.492015583,7.161091296,300,2
21,3,2.228853051,1.300552074,3.155283741,1.918717896,2.55199867,300,2
22,1,6.186377839,4.991521764,7.384506053,5.770039469,6.595987563,315,2
22,2,6.817425985,5.851327376,7.78644649,6.480264938,7.148129614,315,2
22,3,2.106792295,1.229328729,2.982487998,1.81364136,2.412241189,315,2
23,1,6.175180403,4.982487035,7.371139986,5.759595611,6.584048727,330,2
23,2,6.805086342,5.840736386,7.772352905,6.468535561,7.135191392,330,2
23,3,1.991416065,1.162005854,2.819155229,1.714319229,2.280137377,330,2
24,1,6.164003234,4.973468659,7.357798113,5.749170657,6.5721315,345,2
24,2,6.792769034,5.830164566,7.75828483,6.456827415,7.122276589,345,2
24,3,1.882460933,1.098369845,2.672175486,1.620618568,2.156783622,345,2
25,1,6.152846296,4.964466607,7.344480388,5.738764572,6.560235844,360,2
25,2,6.780474021,5.819611881,7.744242219,6.445140461,7.109385162,360,2
25,3,2.829411051,1.158333623,8.226549198,1.775610807,7.701634027,360,2
26,1,6.141709552,4.955480848,7.331186769,5.728377323,6.548361719,375,2
26,2,6.768201261,5.809078296,7.730225025,6.433474661,7.096517069,375,2
26,3,7.714657808,7.092928169,8.33463251,7.500696313,7.92378306,375,2
27,1,6.130592966,4.946511353,7.317917211,5.718008874,6.536509087,390,2
27,2,6.755950716,5.798563778,7.716233202,6.421829975,7.083672267,390,2
27,3,7.701252418,7.083177542,8.319546701,7.487440176,7.909719698,390,2
28,1,6.119496501,4.937558094,7.304671672,5.707659192,6.524677908,405,2
28,2,6.743722344,5.788068291,7.702266705,6.410206367,7.070850714,405,2
28,3,7.687313036,7.070356885,8.304488197,7.473887797,7.895402987,405,2
29,1,6.108420121,4.92862104,7.291450107,5.697328244,6.512868143,420,2
29,2,6.731516106,5.777591801,7.688325487,6.398603798,7.058052369,420,2
29,3,7.673398885,7.057559433,8.289456949,7.460359949,7.88111219,420,2
30,1,6.097363789,4.919700162,7.278252473,5.687015995,6.501079754,435,2
30,2,6.719331961,5.767134273,7.674409503,6.387022229,7.045277189,435,2
30,3,7.659509918,7.044785145,8.274452908,7.446856586,7.866847259,435,2
31,1,6.08632747,4.910795431,7.265078728,5.676722411,6.489312703,450,2
31,2,6.70716987,5.756695674,7.660518707,6.375461624,7.032525132,450,2
31,3,7.645646091,7.032033978,8.259476025,7.433377664,7.852608148,450,2
32,1,6.075311126,4.901906818,7.251928827,5.666447458,6.47756695,465,2
32,2,6.695029792,5.746275969,7.646653053,6.363921943,7.019796156,465,2
32,3,7.631807357,7.019305892,8.24452625,7.419923139,7.83839481,465,2
33,1,6.064314722,4.893034294,7.238802727,5.656191104,6.465842457,480,2
33,2,6.682911688,5.735875123,7.632812497,6.352403149,7.00709022,480,2
33,3,7.617993672,7.006600843,8.229603534,7.406492967,7.824207198,480,2
34,1,6.053338222,4.884177829,7.225700386,5.645953313,6.454139185,495,2
34,2,6.670815518,5.725493104,7.618996992,6.340905204,6.994407282,495,2
34,3,7.604204989,6.993918791,8.214707828,7.393087105,7.810045266,495,2
35,1,6.042381589,4.875337394,7.21262176,5.635734054,6.442457097,510,2
35,2,6.658741243,5.715129876,7.605206494,6.329428071,6.9817473,510,2
35,3,7.590441264,6.981259694,8.199839085,7.379705506,7.795908967,510,2
36,1,6.031444788,4.86651296,7.199566807,5.625533291,6.430796153,525,2
36,2,6.646688821,5.704785405,7.591440957,6.317971712,6.969110233,525,2
36,3,7.576702452,6.968623509,8.184997253,7.366348129,7.781798255,525,2
37,1,6.020527783,4.857704499,7.186535484,5.615350991,6.419156316,540,2
37,2,6.634658215,5.694459658,7.577700335,6.306536089,6.95649604,540,2
37,3,7.562988508,6.956010197,8.170182286,7.353014929,7.767713084,540,2
38,1,6.009630538,4.848911981,7.173527747,5.605187122,6.407537547,555,2
38,2,6.622649385,5.684152601,7.563984584,6.295121164,6.943904678,555,2
38,3,7.549299385,6.943419714,8.155394134,7.339705862,7.753653408,555,2
39,1,5.998753017,4.840135378,7.160543555,5.59504165,6.395939809,570,2
39,2,6.61066229,5.6738642,7.550293659,6.283726901,6.931336107,570,2
39,3,7.535635041,6.930852021,8.140632749,7.326420885,7.739619179,570,2
40,1,5.987895184,4.831374661,7.147582864,5.584914541,6.384363062,585,2
40,2,6.598696893,5.663594421,7.536627515,6.272353261,6.918790285,585,2
40,3,7.521995429,6.918307075,8.125898082,7.313159953,7.725610353,585,2
41,1,5.977057005,4.8226298,7.134645632,5.574805762,6.37280727,600,2
41,2,6.586753153,5.65334323,7.522986106,6.261000208,6.906267171,600,2
41,3,7.508380505,6.905784836,8.111190085,7.299923025,7.711626882,600,2
42,1,5.966238442,4.813900768,7.121731817,5.56471528,6.361272393,615,2
42,2,6.574831031,5.643110595,7.509369389,6.249667704,6.893766724,615,2
42,3,7.494790224,6.893285262,8.096508709,7.286710055,7.697668723,615,2
43,1,5.955439461,4.805187536,7.108841376,5.554643062,6.349758395,630,2
43,2,6.562930489,5.63289648,7.495777318,6.238355712,6.881288903,630,2
43,3,7.481224541,6.880808313,8.081853908,7.273521001,7.683735827,630,2
44,1,5.944660027,4.796490075,7.095974267,5.544589075,6.338265237,645,2
44,2,6.551051487,5.622700853,7.482209849,6.227064195,6.868833668,645,2
44,3,7.467683413,6.868353947,8.067225631,7.260355819,7.66982815,645,2
45,1,5.933900103,4.787808356,7.083130447,5.534553286,6.326792883,660,2
45,2,6.539193986,5.612523681,7.468666938,6.215793116,6.856400976,660,2
45,3,7.454166795,6.855922124,8.052623832,7.247214467,7.655945647,660,2
46,1,5.923159656,4.779142351,7.070309875,5.524535662,6.315341293,675,2
46,2,6.527357947,5.602364929,7.455148539,6.204542437,6.843990788,675,2
46,3,7.440674641,6.843512802,8.038048463,7.2340969,7.642088271,675,2
47,1,5.913326599,4.770492032,7.061648345,5.514697247,6.30455185,690,2
47,2,6.516337137,5.592224565,7.44511386,6.193488859,6.832024008,690,2
47,3,7.427467883,6.832676592,8.025049896,7.221681741,7.629541165,690,2
48,1,5.939246231,4.778782792,7.148448269,5.533412076,6.347340365,705,2
48,2,6.538009072,5.600192899,7.514442876,6.210408536,6.867071423,705,2
48,3,7.437126341,6.827664832,8.136147775,7.224238496,7.654292285,705,2
49,1,6.230700806,4.926550094,7.482863229,5.778615766,6.669309478,720,2
49,2,6.811763255,5.706586227,7.809471879,6.425903562,7.190906198,720,2
49,3,7.676955126,6.911474951,8.40350205,7.384385546,7.958402689,720,2
50,1,6.513881719,5.383256523,7.581104752,6.136512276,6.881801569,735,2
50,2,7.074752448,6.101404755,7.934870263,6.764618771,7.368137012,735,2
50,3,7.90706124,7.225316586,8.465701234,7.704975406,8.098260218,735,2
51,1,6.540522103,5.499805674,7.58045167,6.177876847,6.895323216,750,2
51,2,7.087061246,6.249533287,7.929587994,6.794816995,7.374091788,750,2
51,3,7.914770163,7.371746508,8.456049789,7.727163182,8.097647493,750,2
52,1,6.528884438,5.493347336,7.566730939,6.167823649,6.883749317,765,2
52,2,7.075540465,6.2387831,7.915235321,6.783638853,7.360992935,765,2
52,3,7.90070448,7.361207068,8.440744213,7.714371593,8.083407134,765,2
53,1,6.51706706,5.483404295,7.553035043,6.156659796,6.871289628,780,2
53,2,7.062733631,6.227490809,7.900908627,6.771360365,7.347669428,780,2
53,3,7.886404087,7.347883173,8.425466339,7.700408465,8.068776046,780,2
54,1,6.505271071,5.473479252,7.539363937,6.14551615,6.858852491,795,2
54,2,7.049949978,6.216218958,7.886607864,6.759104102,7.334370036,795,2
54,3,7.872129578,7.334583395,8.410216119,7.686470611,8.054171441,795,2
55,1,6.493496433,5.463572172,7.525717575,6.134392674,6.846437866,810,2
55,2,7.037189463,6.204967509,7.872332986,6.746870023,7.321094717,810,2
55,3,7.857880906,7.321307689,8.394993503,7.672557984,8.03959327,810,2
56,1,6.481743108,5.453683025,7.512095914,6.123289332,6.834045711,825,2
56,2,7.024452045,6.193736425,7.858083946,6.734658087,7.307843426,825,2
56,3,7.843658024,7.308056013,8.379798439,7.65867054,8.025041486,825,2
57,1,6.470011056,5.443811777,7.498498908,6.112206087,6.821675986,840,2
57,2,7.011737681,6.182525669,7.843860697,6.722468255,7.29461612,840,2
57,3,7.829460886,7.294828322,8.364630878,7.644808232,8.010516041,840,2
58,1,6.458300239,5.433958397,7.484926513,6.101142902,6.809328651,855,2
58,2,6.999046331,6.171335205,7.829663191,6.710300487,7.281412756,855,2
58,3,7.815289444,7.281624574,8.349490772,7.630971015,7.996016887,855,2
59,1,6.446610619,5.424122851,7.471378684,6.090099742,6.797003664,870,2
59,2,6.986377953,6.160164996,7.815491384,6.698154743,7.26823329,870,2
59,3,7.801143654,7.268444725,8.334378069,7.617158843,7.981543977,870,2
60,1,6.434942157,5.414305107,7.457855377,6.079076571,6.784700986,885,2
60,2,6.973732505,6.149015006,7.801345228,6.686030983,7.255077679,885,2
60,3,7.787023467,7.255288731,8.31929272,7.603371672,7.967097264,885,2
61,1,6.423294816,5.404505134,7.444356547,6.068073351,6.772420576,900,2
61,2,6.961109944,6.137885197,7.787224676,6.673929167,7.24194588,900,2
61,3,7.772928838,7.24215655,8.304234676,7.589609455,7.952676698,900,2
62,1,6.411668556,5.394722899,7.430882151,6.057090048,6.760162393,915,2
62,2,6.948510231,6.126775533,7.773129683,6.661849255,7.22883785,915,2
62,3,7.758859721,7.229048139,8.289203887,7.575872149,7.938282235,915,2
63,1,6.400063341,5.38495837,7.417432143,6.046126624,6.747926398,930,2
63,2,6.935933324,6.115685977,7.759060202,6.649791209,7.215753545,930,2
63,3,7.744816069,7.215963453,8.274200304,7.562159707,7.923913825,930,2
64,1,6.38847913,5.375211515,7.40400648,6.035183045,6.735712551,945,2
64,2,6.923379181,6.104616494,7.745016188,6.637754987,7.202692924,945,2
64,3,7.730797836,7.202902452,8.259223878,7.548472085,7.909571423,945,2
65,1,6.376915888,5.365482302,7.390605118,6.024259273,6.72352081,960,2
65,2,6.910847761,6.093567047,7.730997593,6.625740551,7.189655942,960,2
65,3,7.716804977,7.189865091,8.244274559,7.534809238,7.89525498,960,2
66,1,6.365373574,5.355770699,7.377228012,6.013355274,6.711351137,975,2
66,2,6.898339024,6.0825376,7.717004371,6.613747862,7.176642557,975,2
66,3,7.702837444,7.176851327,8.229352299,7.52117112,7.880964451,975,2
67,1,6.353852153,5.346076674,7.363875119,6.002471011,6.699203491,990,2
67,2,6.885852927,6.071528116,7.703036478,6.60177688,7.163652727,990,2
67,3,7.688895193,7.163861119,8.214457048,7.507557688,7.866699787,990,2
68,1,6.342351586,5.336400195,7.350546395,5.991606449,6.687077833,1005,2
68,2,6.87338943,6.060538559,7.689093867,6.589827565,7.150686408,1005,2
68,3,7.674978178,7.150894424,8.199588758,7.493968897,7.852460943,1005,2
69,1,6.330871835,5.326741231,7.337241796,5.980761552,6.674974122,1020,2
69,2,6.860948493,6.049568894,7.675176492,6.577899878,7.137743559,1020,2
69,3,7.661086353,7.137951198,8.18474738,7.480404701,7.838247872,1020,2
70,1,6.319412862,5.31709975,7.323961279,5.969936284,6.662892319,1035,2
70,2,6.848530073,6.038619084,7.661284308,6.565993781,7.124824137,1035,2
70,3,7.647219672,7.1250314,8.169932865,7.466865057,7.824060526,1035,2
71,1,6.30797463,5.30747572,7.3107048,5.95913061,6.650832385,1050,2
71,2,6.836134132,6.027689093,7.647417269,6.554109234,7.111928099,1050,2
71,3,7.63337809,7.112134986,8.155145164,7.453349919,7.809898859,1050,2
72,1,6.296557102,5.297869109,7.297472315,5.948344495,6.638794279,1065,2
72,2,6.823760627,6.016778886,7.633575329,6.542246199,7.099055402,1065,2
72,3,7.619561562,7.099261916,8.14038423,7.439859244,7.795762826,1065,2
73,1,6.28516024,5.288279887,7.284263781,5.937577902,6.626777962,1080,2
73,2,6.811409518,6.005888426,7.619758444,6.530404635,7.086206006,1080,2
73,3,7.605770042,7.086412145,8.125650013,7.426392988,7.781652378,1080,2
74,1,6.273784006,5.278708021,7.271079154,5.926830798,6.614783395,1095,2
74,2,6.799080765,5.995017678,7.605966567,6.518584505,7.073379867,1095,2
74,3,7.592003484,7.073585634,8.110942465,7.412951106,7.767567471,1095,2
75,1,6.262428363,5.269153481,7.257918392,5.916103145,6.602810538,1110,2
75,2,6.786774327,5.984166607,7.592199654,6.50678577,7.060576944,1110,2
75,3,7.578261844,7.060782338,8.096261538,7.399533554,7.753508058,1110,2
76,1,6.251093274,5.259616235,7.244781452,5.90539491,6.590859352,1125,2
76,2,6.774490164,5.973335176,7.578457659,6.495008391,7.047797194,1125,2
76,3,7.564545077,7.048002216,8.081607183,7.386140287,7.739474093,1125,2
77,1,6.239778702,5.250096251,7.231668289,5.894706057,6.578929798,1140,2
77,2,6.762228236,5.96252335,7.564740538,6.483252328,7.035040576,1140,2
77,3,7.550853138,7.035245227,8.066979353,7.372771263,7.725465529,1140,2
78,1,6.228484609,5.240593498,7.218578861,5.884036551,6.567021837,1155,2
78,2,6.749988502,5.951731093,7.551048244,6.471517545,7.022307047,1155,2
78,3,7.537185981,7.022511328,8.052378,7.359426437,7.711482321,1155,2
79,1,6.217210959,5.231107945,7.205513126,5.873386357,6.555135429,1170,2
79,2,6.737770922,5.940958371,7.537380734,6.459804001,7.009596567,1170,2
79,3,7.523543561,7.009800478,8.037803076,7.346105765,7.697524423,1170,2
80,1,6.205957714,5.221639562,7.192471039,5.86275544,6.543270536,1185,2
80,2,6.725575455,5.930205148,7.523737962,6.44811166,6.996909092,1185,2
80,3,7.509925835,6.997112634,8.023254532,7.332809204,7.683591788,1185,2
81,1,6.194724838,5.212188316,7.179452559,5.852143765,6.531427119,1200,2
81,2,6.713402063,5.919471388,7.510119884,6.436440481,6.984244582,1200,2
81,3,7.496332757,6.984447755,8.008732321,7.319536709,7.669684373,1200,2
82,1,6.183512293,5.202754177,7.166457643,5.841551297,6.519605138,1215,2
82,2,6.701250705,5.908757056,7.496526455,6.424790428,6.971602995,1215,2
82,3,7.482764283,6.971805801,7.994236396,7.306288239,7.655802129,1215,2
83,1,6.172320044,5.193337115,7.153486247,5.830978002,6.507804555,1230,2
83,2,6.689121341,5.898062118,7.48295763,6.413161461,6.95898429,1230,2
83,3,7.469220368,6.959186728,7.979766709,7.293063748,7.641945013,1230,2
84,1,6.161148052,5.183937097,7.14053833,5.820423845,6.496025332,1245,2
84,2,6.677013932,5.887386537,7.469413365,6.401553543,6.946388424,1245,2
84,3,7.455700967,6.946590496,7.965323212,7.279863193,7.628112978,1245,2
85,1,6.149996282,5.174554093,7.127613849,5.809888791,6.484267429,1260,2
85,2,6.664928437,5.876730279,7.455893615,6.389966635,6.933815357,1260,2
85,3,7.442206037,6.934017063,7.950905858,7.266686532,7.61430598,1260,2
86,1,6.138864697,5.165188073,7.114712762,5.799372805,6.472530808,1275,2
86,2,6.652864817,5.86609331,7.442398336,6.3784007,6.921265048,1275,2
86,3,7.428735533,6.921466389,7.936514599,7.253533721,7.600523972,1275,2
87,1,6.12775326,5.155839005,7.101835025,5.788875854,6.46081543,1290,2
87,2,6.640823032,5.855475593,7.428927484,6.3668557,6.908737455,1290,2
87,3,7.41528941,6.908938431,7.922149389,7.240404717,7.58676691,1290,2
88,1,6.116661935,5.14650686,7.088980598,5.778397902,6.449121258,1305,2
88,2,6.628803043,5.844877095,7.415481014,6.355331596,6.896232536,1305,2
88,3,7.401867626,6.89643315,7.907810181,7.227299476,7.573034749,1305,2
89,1,6.105590686,5.137191605,7.076149437,5.767938915,6.437448252,1320,2
89,2,6.616804811,5.83429778,7.402058883,6.34382835,6.883750253,1320,2
89,3,7.388470135,6.883950502,7.893496926,7.214217956,7.559327443,1320,2
90,1,6.094539475,5.127893212,7.063341501,5.75749886,6.425796375,1335,2
90,2,6.604828295,5.823737614,7.388661046,6.332345926,6.871290562,1335,2
90,3,7.375096893,6.871490449,7.879209579,7.201160113,7.545644947,1335,2
91,1,6.083508268,5.118611648,7.050556747,5.747077701,6.414165587,1350,2
91,2,6.592873457,5.813196562,7.375287459,6.320884286,6.858853423,1350,2
91,3,7.361747858,6.859052949,7.864948092,7.188125906,7.531987217,1350,2
92,1,6.072497027,5.109346885,7.037795134,5.736675404,6.402555851,1365,2
92,2,6.580940258,5.802674589,7.361938078,6.309443391,6.846438796,1365,2
92,3,7.348422984,6.84663796,7.850712418,7.175115291,7.518354207,1365,2
93,1,6.061505716,5.100098891,7.02505662,5.726291936,6.39096713,1380,2
